pid,desc,capperc,cap
5737,Traditional attractive 3 bedroom center hall colonial in convenient location just off University Blvd / MD Rt 193 inside of Beltway / I-495. Updated kitchen nice hardwood floors finished basement and more!,0.03,1.0
5738,Beautifully maintained Longmead Colonial with four bedrooms 2 full / 2 half baths / 2 fireplaces - Great built-ins FR.Hardwoods/ceramic tile on main level Great recreation room in walk-out lower level with fireplace and mantel. Trex deck with lovely rear yard.,0.02,1.0
5739,Large 3 Level Home with 4 Large Bedrooms Walkout Unfinished Basement Kitchen with SS Appliances and Large Fenced Yard. New Carpet on Main Level and New Vanities in Bathrooms. Located on Bus Line. Contact Cynthia Wilson To Schedule Showing,0.03,1.0
5740,Gorgeous & spacious newly remodeled colonial with tons of great features.. Newer stainless steel appliances - granite eat-in kitchen main level office w/ built in s large family & Living room w/ 2 fireplaces XL main lvl play room hardwood floors on main & upper level extra large fully finished basement with library - storage room - recreation room - wet bar and full bath. Beautiful backyard.,0.01,1.0
5741,HUGE PRICE REDUCTION!!!! SPOTLESS IMMEDIATE OCCUPANCY!! LIGHT FILLED FRESHLY PAINTED NEWER CARPET AND A LARGE LOVELY KITCHEN make this 2BR 2BA second level condo a cut above! Washer and Dryer in unit! Close to public transportation Silver Spring and the ICC. Pets considered case by case. Listing agent for showings. AVAILABLE IMMEDIATELY!,0.4,1.0
5742,Luxury townhome in a quiet location sparkling hardwood floors high ceilings with palladium windows over looking deck backing to trees fireplace 1-car garage Granite counters in kitchen Master bath w/double sinks Property available immediately Sorry no pets allowed.,0.0,0.0
5743,Call show contact directly with any questions & for application process.Exceptional contemporary 1 bedroom with loft!Recently renovated some new appliances carpeting & paint.Loft could be 2nd bedroom w/large 1/2 bath.Washer & Dryer in unit & 2 private balconies overlook private wooded Parkland!Just 15 minutes to The New Downtown Silver Spring w/Shops Theatres METRO &More!,0.02,1.0
5744,Lovely 2 bedroom condo with all utilities included Updated kitchen with granite countertops stainless steel appliances & tile backsplash Master BR with walk in closet & half bath Nice private balcony Parking right outside the door Washer/Dryer in unit Walk to shopping & bus stop Community pool Property available immediately.,0.02,1.0
5745,Just renovated thru-out to include; new kitchen and bathroom cabinets/vanities all countertops kitchen granite Hardwood like floors main level new vinyl kitchen and bathrooms. All faucets and 2 of 3 commodes replaced. Newly painted interior and exterior and all carpets replaced. All kitchen appliances replaced with stainless steel to include microwave. Just like new call Doug,0.0,0.0
5746,Location.....Location......walking distance to METRO STATION and DOWNTOWN of Silver Spring. EXTRA-LARGE property for an extended family. Fully finished basement W/2bed/full bath and family room and more. Call your Agent for questions or appoiment.,0.15,1.0
5747,Well maintained townhome walking distance to metro rail shopping mall and restaurants. Gas heat and cooking home with large rooms.Good credit is necessary. Please call Doug,0.0,0.0
5748,Spacious renovated brick colonial with 2 car garage & large rear deck. Gorgeous designer country kitchen with Granite counters custom cabinets stainless steel appliances & wine cooler. First floor family room with wood burning floor to ceiling brick fireplace. Remodeled baths full finished lower level rec room & beautiful hardwood flooring. Available Immediately.,0.0,0.0
5749,Priced to RENT FAST- The Childhood Home of Sylvester Stallone ROCKY Live inside the beltway. 4-BR (3-Masters) 4-Full Marble Baths Gourmet Kitchen w/SS Appl. Hard Wood Floors Finished Walk out basement w/Au Pair Suite. in walking distance to 2-Red Line Metro Stops/MARC I-495 and 2-blocks from DC line and downtown Silver Spring Night Life. Please click on True Place Virtual Tour.,0.11,1.0
5750,Available NOW - 18 MONTH LEASE PREFERRED. Clean spacious 820sq ft 1BR/1BA in amazing location. Quartz counters stainless appliances private balcony. 91 WALK SCORE--close to main Red Line Metro station/shopping/restaurants. 1/2mi to AFI theater/Ellsworth Place/Fillmore. ALL UTILITIES INCLUDED 1 garage parking space bike storage pool 24 hour gym media room w/pool table. MUST HAVE GOOD CREDIT,0.29,1.0
5751,HUGE price reduction. Former model home. Newly renovated . Like to cook? This is a fabulous kitchen with granite new cabinets new appliances. Butler s pantry. A lot of hardwood floors. Beautiful foyer with winding staircase. This is a special house - make it your home. Renters insurance required.,0.02,1.0
5752,RARELY AVAILABLE COLONIAL. NEWER KITCHEN APPLIANCES.GRANITE COUNTER TOPS.SEPARATE LIVING ROOM AND DINING ROOM. HARDWOOD FLOORS MAIN LEVEL STAIRS UPPER LEVEL HALLWAY. UPDATED BATHROOMS. NEWER CARPETING UPPER LEVEL. FULLY FINISHED BASEMENT WITH CORE TEC FLOORING. MULTI-LEVEL DECK FOR ENTERTAINING AND RELAXING. LARGE FENCED BACK YARD WITH STORAGE SHED. CLOSE TO ICC. SMALL PET ALLOWED.,1.06,1.0
5753,55 LEISURE WORLD Beautiful townhouse w/2 master bedrooms and 2.5 baths 0ver 1350 sq. ft. living area w/spacious living room separate dining room full size washer & dryer in separate laundry room and upgraded kitchen. Balcony w/slider and outdoor storage shed. Unit has a chair lift. Apply online or use GCAAR application. Enjoy the amenities of Leisure World. Certified funds for processing fee.,0.05,1.0
5754,YOU CANT BEAT THIS PRICE. Efficiency in great location. Close Walk to Forest Glen Metro Red line one stop to 495. Close to shopping dining and entertainment. Swimming pool tennis and basketball courts. UTILITIES INCLUDED. MUST HAVE CREDIT OF 620 OR HIGHER. EXCELLENT REF. Newly painted new carpet,0.31,1.0
5755,Rent reduction - A Must See! Fantastic two bedroom condo with beautiful engineered flooring throughout. Nice size bedrooms with walk in closet. Full size washer and dryer in separate laundry room. Great location near ICC and close to Metro. Plenty of parking and nestled in a wonderful family community. No Pets Good Credit & Certified Funds.,0.02,1.0
5756,2 BR & 2B with a Garage Space & Storage Room. Vacant & Painting will be complete 10/3. Carpets will be professionally cleaned. 10/4. Rental applications should go to rentals@aureuspm.,0.03,1.0
5757,Location Location lovely rambler 3BR updated ceramic tile 2FB 1Halfbath with updated country kitchen w/ FP stainless steel appliances silestone counters 42 inched cabinets ceramic floors w/ door enclosed porch living room w/FP and mantel separate dining room HWF attic dressing room fully finished recreation/family room w/FP half bath laundry room garage new windows large backyard,0.11,1.0
5758,Age 55 Community. Spacious 2-BR 2-Bath Condo includes a Glass Enclosed Balcony w/NEW Vertical Blinds Eat-in Kitchen Separate Dining Area Large Living Room Both Master Bedroom and 2nd Bedroom have ensuite baths Walk-in Closets Wall-to-wall carpeting has been Professionally Cleaned. Condo Fee is included in Monthly Rent. Ready for immediate occupancy. Certified Funds with Application.,0.04,1.0
5759,FANTASTIC 2 BR 2BA CONDO ON 3RD FLOOR ALL UTILITIES INCLUDED AND CARPORT..UPDATED KITCHEN WITH BUILT IN MICROWAVE ENJOY ALL THE BENEFITS OF THIS OUTSTANDING RETIREMNET COMMUNITY GOLF TENNIS POOLS 3 RESTURANTS AND MORE AVAIABLE FOR IMMEDIATE OCCUPANCY,0.97,1.0
5760,Sunny end unit 3 level townhouse including finished walk out basement. Less than one mile walk to Forest Glen Metro and steps to Ride On. 2 Master suites with en suite full BR. One reserved parking space plus plenty of unassigned spots. Enjoy being near Sligo Creek and Wheaton Regional Parks.,0.02,1.0
5761,3 bedrooms 2 full baths for rent. Move in condition. No pets. No smoking. 40 Application fee per adult. GCAR Rental Application Available Sept 1..,0.04,1.0
5762,BASEMENT RENTAL ONLY!! Fully finished 1 bedroom/1 full bath unit. Full kitchen and living area. Outside entrance new locks furniture included. All utilities included but NOT internet. Stackable washer/dryer. Parking is on street. Comfortable and roomy basement in very convenient location.,0.1,1.0
